rcid,country,vote
4007,Finland,1
4007,Sweden,1
4007,Norway,1
4007,Denmark,1
4007,Iceland,1
4007,Mali,2
4007,Burkina Faso,2
4007,Ghana,3
4007,Togo,2
4007,Nigeria,3
4007,Kenya,2
4007,Tanzania,2
4007,Ethiopia,2
4007,Zambia,1
4007,Botswana,1
4007,Algeria,1
4007,Libya,3
4007,Sudan,3
4007,Egypt,2
4007,Syrian Arab Republic,3
4007,Jordan,2
4007,Israel,1
4007,Kuwait,2
4007,China,3
4007,Japan,1
4007,India,3
4007,Pakistan,3
4007,Bangladesh,3
4007,Sri Lanka,3
4007,Nepal,2
4007,Thailand,2
4007,Malaysia,3
4007,Singapore,2
4007,Brunei Darussalam,3
4007,Philippines,2
4007,Indonesia,3
4007,Australia,1
4007,New Zealand,1
4010,USA,1
4010,Canada,1
4010,Bahamas,1
4010,Cuba,3
4010,Jamaica,1
4010,Trinidad and Tobago,1
4010,Mexico,1
4010,Panama,2
4010,Colombia,2
4010,Venezuela,1
4010,Guyana,1
4010,Ecuador,1
4010,Peru,1
4010,Brazil,1
4010,Bolivia,1
4010,Paraguay,1
4010,Chile,1
4010,Argentina,1
4010,Uruguay,1
4010,UK,1
4010,Ireland,1
4010,Netherlands,1
4010,Belgium,1
4010,Luxembourg,1
4010,France,1
4010,Spain,1
4010,Portugal,1
4010,Poland,1
4010,Austria,1
4010,Hungary,1
4010,Italy,1
4010,Malta,1
4010,Cyprus,1
4010,Bulgaria,1
4010,Russian Federation,1
4010,Ukraine,1
4010,Belarus,1
4010,Finland,1
4010,Sweden,1
4010,Norway,1
4010,Denmark,1
4010,Iceland,1
4010,Mali,2
4010,Burkina Faso,2
4010,Ghana,2
4010,Togo,2
4010,Nigeria,3
4010,Kenya,2
4010,Tanzania,1
4010,Ethiopia,1
4010,Zambia,1
4010,Botswana,1
4010,Algeria,2
4010,Libya,3
4010,Sudan,3
4010,Egypt,2
4010,Syrian Arab Republic,3
4010,Jordan,3
4010,Israel,1
4010,Kuwait,2
4010,China,3
4010,Japan,1
4010,India,3
4010,Pakistan,3
4010,Bangladesh,2
4010,Sri Lanka,2
4010,Nepal,2
4010,Thailand,2
4010,Malaysia,2
4010,Singapore,1
4010,Brunei Darussalam,2
4010,Philippines,2
4010,Indonesia,3
4010,Australia,1
4010,New Zealand,1
4011,USA,1
4011,Canada,1
4011,Bahamas,2
4011,Cuba,3
4011,Jamaica,2
4011,Trinidad and Tobago,2
4011,Mexico,2
4011,Costa Rica,1
4011,Panama,1
4011,Colombia,2
4011,Venezuela,2
4011,Guyana,2
4011,Ecuador,2
4011,Peru,2
4011,Brazil,2
4011,Bolivia,2
4011,Paraguay,1
4011,Chile,1
4011,Argentina,1
4011,Uruguay,1
4011,UK,1
4011,Ireland,1
4011,Netherlands,1
4011,Belgium,1
4011,Luxembourg,1
4011,France,1
4011,Spain,1
4011,Portugal,1
4011,Poland,1
4011,Austria,1
4011,Hungary,1
4011,Italy,1
4011,Malta,1
4011,Cyprus,1
4011,Bulgaria,1
4011,Russian Federation,2
4011,Ukraine,2
4011,Belarus,2
4011,Finland,1
4011,Sweden,1
4011,Norway,1
4011,Denmark,1
4011,Iceland,1
4011,Mali,2
4011,Burkina Faso,2
4011,Ghana,3
4011,Togo,2
4011,Nigeria,3
4011,Kenya,2
4011,Tanzania,3
4011,Ethiopia,2
4011,Zambia,3
4011,Botswana,2
4011,Algeria,2
4011,Libya,3
4011,Sudan,3
4011,Egypt,2
4011,Syrian Arab Republic,3
4011,Jordan,2
4011,Israel,1
4011,Kuwait,1
4011,China,3
4011,Japan,1
4011,India,3
4011,Pakistan,2
4011,Bangladesh,2
4011,Sri Lanka,2
4011,Nepal,2
4011,Thailand,2
4011,Malaysia,2
4011,Singapore,2
4011,Brunei Darussalam,2
4011,Philippines,2
4011,Indonesia,3
4011,Australia,1
4011,New Zealand,1
4012,USA,1
4012,Canada,1
4012,Bahamas,1
4012,Cuba,2
4012,Jamaica,1
4012,Trinidad and Tobago,1
4012,Mexico,1
4012,Costa Rica,1
4012,Panama,1
4012,Colombia,1
4012,Venezuela,1
4012,Guyana,1
4012,Ecuador,1
4012,Peru,1
4012,Brazil,1
4012,Bolivia,1
4012,Paraguay,1
4012,Chile,1
4012,Argentina,1
4012,Uruguay,1
4012,UK,1
4012,Ireland,1
4012,Netherlands,1
4012,Belgium,1
4012,Luxembourg,1
4012,France,1
4012,Spain,1
4012,Portugal,1
4012,Poland,1
4012,Austria,1
4012,Hungary,1
4012,Italy,1
4012,Malta,1
4012,Cyprus,1
4012,Bulgaria,1
4012,Russian Federation,3
4012,Ukraine,1
4012,Belarus,2
4012,Finland,1
4012,Sweden,1
4012,Norway,1
4012,Denmark,1
4012,Iceland,1
4012,Mali,2
4012,Burkina Faso,2
4012,Ghana,2
4012,Togo,2
4012,Nigeria,2
4012,Kenya,2
4012,Tanzania,2
4012,Ethiopia,2
4012,Zambia,2
4012,Botswana,2
4012,Algeria,1
4012,Libya,1
4012,Sudan,1
4012,Egypt,1
4012,Syrian Arab Republic,1
4012,Jordan,1
4012,Israel,1
4012,Kuwait,1
4012,China,2
4012,Japan,1
4012,India,2
4012,Pakistan,1
4012,Bangladesh,1
4012,Sri Lanka,1
4012,Nepal,1
4012,Thailand,1
4012,Malaysia,1
4012,Singapore,1
4012,Brunei Darussalam,1
4012,Philippines,1
4012,Indonesia,1
4012,Australia,1
4012,New Zealand,1
4039,USA,3
4039,Canada,1
4039,Bahamas,1
4039,Cuba,1
4039,Jamaica,1
4039,Trinidad and Tobago,1
4039,Mexico,1
4039,Costa Rica,1
4039,Panama,1
4039,Colombia,1
4039,Venezuela,1
4039,Guyana,1
4039,Ecuador,1
4039,Peru,1
4039,Brazil,1
4039,Bolivia,1
4039,Paraguay,1
4039,Chile,1
4039,Argentina,1
4039,Uruguay,1
4039,UK,1
4039,Ireland,1
4039,Netherlands,1
4039,Belgium,1
4039,Luxembourg,1
4039,France,1
4039,Spain,1
4039,Portugal,1
4039,Poland,1
4039,Austria,1
4039,Hungary,1
4039,Italy,1
4039,Malta,1
4039,Greece,1
4039,Cyprus,1
4039,Bulgaria,1
4039,Russian Federation,1
4039,Ukraine,1
4039,Belarus,1
4039,Finland,1
4039,Sweden,1
4039,Norway,1
4039,Denmark,1
4039,Iceland,1
4039,Mali,1
4039,Burkina Faso,1
4039,Ghana,1
4039,Togo,1
4039,Nigeria,1
4039,Kenya,1
4039,Tanzania,1
4039,Ethiopia,1
4039,Zambia,1
4039,Botswana,1
4039,Algeria,1
4039,Libya,1
4039,Sudan,1
4039,Syrian Arab Republic,1
4039,Jordan,1
4039,Israel,3
4039,Kuwait,2
4039,China,1
4039,Japan,1
4039,India,1
4039,Pakistan,1
4039,Bangladesh,1
4039,Sri Lanka,1
4039,Nepal,2
4039,Thailand,1
4039,Malaysia,1
4039,Singapore,1
4039,Brunei Darussalam,1
4039,Philippines,1
4039,Indonesia,1
4039,Australia,1
4039,New Zealand,1
4040,USA,1
4040,Canada,1
4040,Bahamas,1
4040,Cuba,1
4040,Jamaica,1
4040,Trinidad and Tobago,1
4040,Mexico,1
4040,Costa Rica,1
4040,Panama,1
4040,Colombia,1
4040,Venezuela,1
4040,Guyana,1
4040,Ecuador,1
4040,Peru,1
4040,Brazil,1
4040,Bolivia,1
4040,Paraguay,1
4040,Chile,1
4040,Argentina,1
4040,Uruguay,1
4040,UK,1
4040,Ireland,1
4040,Netherlands,1
4040,Belgium,1
4040,Luxembourg,1
4040,France,1
4040,Spain,1
4040,Portugal,1
4040,Poland,1
4040,Austria,1
4040,Hungary,1
4040,Italy,1
4040,Malta,1
4040,Greece,1
4040,Cyprus,1
4040,Bulgaria,1
4040,Russian Federation,1
4040,Ukraine,1
4040,Belarus,1
4040,Finland,1
4040,Sweden,1
4040,Norway,1
4040,Denmark,1
4040,Iceland,1
4040,Mali,1
4040,Burkina Faso,1
4040,Ghana,1
4040,Togo,1
4040,Nigeria,1
4040,Kenya,1
4040,Tanzania,1
4040,Ethiopia,1
4040,Zambia,1
4040,Botswana,1
4040,Algeria,1
4040,Libya,1
4040,Sudan,1
4040,Egypt,1
4040,Syrian Arab Republic,2
4040,Jordan,1
4040,Israel,1
4040,Kuwait,1
4040,China,2
4040,Japan,1
4040,India,1
4040,Pakistan,1
4040,Bangladesh,1
4040,Sri Lanka,1
4040,Nepal,1
4040,Thailand,1
4040,Malaysia,1
4040,Singapore,1
4040,Brunei Darussalam,1
4040,Philippines,1
4040,Indonesia,1
4040,Australia,1
4040,New Zealand,1
4052,USA,1
4052,Canada,1
4052,Bahamas,1
4052,Cuba,2
4052,Jamaica,1
4052,Trinidad and Tobago,1
4052,Mexico,2
4052,Costa Rica,1
4052,Panama,1
4052,Colombia,1
4052,Venezuela,1
4052,Guyana,1
4052,Ecuador,1
4052,Peru,1
4052,Brazil,1
4052,Bolivia,1
4052,Paraguay,1
4052,Chile,1
4052,Argentina,1
4052,Uruguay,1
4052,UK,1
4052,Ireland,1
4052,Netherlands,1
4052,Belgium,1
4052,Luxembourg,1
4052,France,1
4052,Spain,1
4052,Portugal,1
4052,Poland,1
4052,Austria,1
4052,Hungary,1
4052,Italy,1
4052,Malta,1
4052,Greece,1
4052,Cyprus,1
4052,Bulgaria,1
4052,Russian Federation,1
4052,Ukraine,1
4052,Belarus,1
4052,Finland,1
4052,Sweden,1
4052,Norway,1
4052,Denmark,1
4052,Iceland,1
4052,Mali,1
4052,Burkina Faso,1
4052,Ghana,1
4052,Togo,2
4052,Nigeria,1
4052,Kenya,2
4052,Tanzania,1
4052,Ethiopia,1
4052,Zambia,2
4052,Botswana,2
4052,Algeria,1
4052,Sudan,1
4052,Egypt,1
4052,Jordan,1
4052,Israel,1
4052,Kuwait,1
4052,China,1
4052,Japan,1
4052,India,1
4052,Pakistan,1
4052,Bangladesh,1
4052,Sri Lanka,1
4052,Nepal,1
4052,Thailand,1
4052,Malaysia,1
4052,Singapore,1
4052,Brunei Darussalam,1
4052,Philippines,2
4052,Indonesia,2
4052,Australia,1
4052,New Zealand,1
4088,USA,3
4088,Canada,1
4088,Bahamas,1
4088,Cuba,1
4088,Jamaica,1
4088,Trinidad and Tobago,1
4088,Mexico,1
4088,Costa Rica,1
4088,Panama,1
4088,Colombia,1
4088,Venezuela,1
4088,Guyana,1
4088,Ecuador,1
4088,Peru,1
4088,Brazil,1
4088,Bolivia,1
4088,Paraguay,1
4088,Chile,1
4088,Argentina,1
4088,Uruguay,2
4088,UK,1
4088,Ireland,1
4088,Netherlands,1
4088,Belgium,1
4088,Luxembourg,1
4088,France,1
4088,Spain,1
4088,Portugal,1
4088,Poland,1
4088,Austria,1
4088,Hungary,1
4088,Italy,1
4088,Malta,1
4088,Greece,1
4088,Cyprus,1
4088,Bulgaria,1
4088,Russian Federation,1
4088,Ukraine,1
4088,Belarus,1
4088,Finland,1
4088,Sweden,1
4088,Norway,1
4088,Denmark,1
4088,Iceland,1
4088,Mali,1
4088,Burkina Faso,1
4088,Ghana,1
4088,Togo,1
4088,Nigeria,1
4088,Kenya,1
4088,Tanzania,1
4088,Ethiopia,1
4088,Zambia,1
4088,Botswana,1
4088,Algeria,1
4088,Libya,1
4088,Sudan,1
4088,Egypt,1
4088,Syrian Arab Republic,1
4088,Jordan,1
4088,Israel,3
4088,Kuwait,1
4088,China,1
4088,Japan,1
4088,India,1
4088,Pakistan,1
4088,Bangladesh,1
4088,Sri Lanka,1
4088,Nepal,1
4088,Thailand,1
4088,Malaysia,1
4088,Singapore,1
4088,Brunei Darussalam,1
4088,Philippines,1
4088,Indonesia,1
4088,Australia,1
4088,New Zealand,1
4092,USA,1
4092,Canada,1
4092,Bahamas,1
4092,Cuba,2
4092,Jamaica,1
4092,Trinidad and Tobago,1
4092,Mexico,1
4092,Costa Rica,1
4092,Panama,1
4092,Colombia,1
4092,Venezuela,1
4092,Guyana,1
4092,Ecuador,1
4092,Peru,1
4092,Brazil,1
4092,Bolivia,1
4092,Paraguay,1
4092,Chile,1
4092,Argentina,1
4092,Uruguay,1
4092,UK,1
4092,Ireland,1
4092,Netherlands,1
4092,Belgium,1
4092,Luxembourg,1
4092,France,1
4092,Spain,1
4092,Portugal,1
4092,Poland,1
4092,Austria,1
4092,Hungary,1
4092,Italy,1
4092,Malta,1
4092,Greece,1
4092,Cyprus,1
4092,Bulgaria,1
4092,Russian Federation,1
4092,Ukraine,1
4092,Belarus,1
4092,Finland,1
4092,Sweden,1
4092,Norway,1
4092,Denmark,1
4092,Iceland,1
4092,Mali,1
4092,Burkina Faso,1
4092,Ghana,1
4092,Togo,1
4092,Nigeria,1
4092,Kenya,1
4092,Tanzania,1
4092,Ethiopia,1
4092,Zambia,1
4092,Botswana,1
4092,Algeria,1
4092,Libya,2
4092,Sudan,2
4092,Egypt,1
4092,Syrian Arab Republic,2
4092,Jordan,1
4092,Israel,1
4092,Kuwait,1
4092,China,2
4092,Japan,1
4092,India,1
4092,Pakistan,1
4092,Bangladesh,1
4092,Sri Lanka,1
4092,Nepal,1
4092,Thailand,1
4092,Malaysia,1
4092,Singapore,1
4092,Brunei Darussalam,2
4092,Philippines,1
4092,Indonesia,1
4092,Australia,1
4092,New Zealand,1
4095,USA,3
4095,Canada,3
4095,Bahamas,1
4095,Cuba,1
4095,Jamaica,1
4095,Trinidad and Tobago,1
4095,Mexico,1
4095,Costa Rica,1
4095,Panama,1
4095,Colombia,1
4095,Venezuela,1
4095,Guyana,1
4095,Ecuador,1
4095,Peru,1
4095,Brazil,1
4095,Bolivia,1
4095,Paraguay,1
4095,Chile,1
4095,Argentina,1
4095,Uruguay,1
4095,UK,3
4095,Ireland,2
4095,Netherlands,3
4095,Belgium,2
4095,Luxembourg,3
4095,France,2
4095,Spain,2
4095,Portugal,2
4095,Poland,2
4095,Austria,2
4095,Hungary,2
4095,Italy,2
4095,Malta,1
4095,Greece,2
4095,Cyprus,1
4095,Bulgaria,2
4095,Russian Federation,1
4095,Ukraine,1
4095,Belarus,1
4095,Finland,3
4095,Sweden,3
4095,Norway,3
4095,Denmark,3
4095,Iceland,3
4095,Mali,1
4095,Burkina Faso,1
4095,Togo,1
4095,Nigeria,1
4095,Kenya,1
4095,Tanzania,1
4095,Ethiopia,1
4095,Zambia,1
4095,Botswana,1
4095,Algeria,1
4095,Libya,1
4095,Sudan,1
4095,Egypt,1
4095,Syrian Arab Republic,1
4095,Jordan,1
4095,Israel,2
4095,Kuwait,1
4095,China,1
4095,Japan,3
4095,India,1
4095,Pakistan,1
4095,Bangladesh,1
4095,Sri Lanka,1
4095,Nepal,1
4095,Thailand,1
4095,Malaysia,1
4095,Singapore,1
4095,Brunei Darussalam,1
4095,Philippines,1
4095,Indonesia,1
4095,Australia,1
4095,New Zealand,2
4097,USA,1
4097,Canada,1
4097,Bahamas,1
4097,Cuba,3
4097,Jamaica,1
4097,Trinidad and Tobago,1
4097,Mexico,1
4097,Costa Rica,1
4097,Panama,2
4097,Colombia,2
4097,Venezuela,1
4097,Guyana,1
4097,Ecuador,1
4097,Peru,1
4097,Brazil,1
4097,Bolivia,1
4097,Paraguay,1
4097,Chile,1
4097,Argentina,1
4097,Uruguay,1
4097,UK,1
4097,Ireland,1
4097,Netherlands,1
4097,Belgium,1
4097,Luxembourg,1
4097,France,1
4097,Spain,1
4097,Portugal,1
4097,Poland,1
4097,Austria,1
4097,Hungary,1
4097,Italy,1
4097,Malta,1
4097,Greece,1
4097,Cyprus,1
4097,Bulgaria,1
4097,Russian Federation,1
4097,Ukraine,1
4097,Belarus,1
4097,Finland,1
4097,Sweden,1
4097,Norway,1
4097,Denmark,1
4097,Iceland,1
4097,Mali,2
4097,Burkina Faso,2
4097,Ghana,2
4097,Togo,2
4097,Nigeria,3
4097,Kenya,2
4097,Tanzania,2
4097,Ethiopia,1
4097,Zambia,2
4097,Botswana,1
4097,Algeria,2
4097,Libya,3
4097,Sudan,3
4097,Egypt,2
4097,Syrian Arab Republic,3
4097,Jordan,2
4097,Israel,1
4097,Kuwait,2
4097,China,3
4097,Japan,1
4097,India,3
4097,Pakistan,2
4097,Bangladesh,2
4097,Sri Lanka,2
4097,Nepal,2
4097,Thailand,2
4097,Malaysia,2
4097,Singapore,2
4097,Brunei Darussalam,2
4097,Philippines,2
4097,Indonesia,3
4097,Australia,1
4097,New Zealand,1
4098,USA,1
4098,Canada,1
4098,Bahamas,1
4098,Cuba,2
4098,Jamaica,1
4098,Trinidad and Tobago,1
4098,Mexico,1
4098,Costa Rica,1
4098,Panama,2
4098,Colombia,2
4098,Venezuela,1
4098,Guyana,1
4098,Ecuador,1
4098,Peru,1
4098,Brazil,1
4098,Bolivia,1
4098,Paraguay,1
4098,Chile,1
4098,Argentina,1
4098,Uruguay,1
4098,UK,1
4098,Ireland,1
4098,Netherlands,1
4098,Belgium,1
4098,Luxembourg,1
4098,France,1
4098,Spain,1
4098,Portugal,1
4098,Poland,1
4098,Austria,1
4098,Hungary,1
4098,Italy,1
4098,Malta,1
4098,Greece,1
4098,Cyprus,1
4098,Bulgaria,1
4098,Russian Federation,1
4098,Ukraine,1
4098,Belarus,1
4098,Finland,1
4098,Sweden,1
4098,Norway,1
4098,Denmark,1
4098,Iceland,1
4098,Mali,2
4098,Burkina Faso,2
4098,Ghana,2
4098,Togo,2
4098,Nigeria,3
4098,Kenya,2
4098,Tanzania,2
4098,Ethiopia,1
4098,Zambia,1
4098,Botswana,1
4098,Algeria,2
4098,Libya,3
4098,Sudan,3
4098,Egypt,2
4098,Syrian Arab Republic,2
4098,Jordan,2
4098,Israel,1
4098,Kuwait,1
4098,China,2
4098,Japan,1
4098,India,2
4098,Pakistan,3
4098,Bangladesh,2
4098,Sri Lanka,2
4098,Nepal,2
4098,Thailand,2
4098,Malaysia,2
4098,Singapore,2
4098,Brunei Darussalam,2
4098,Philippines,2
4098,Indonesia,2
4098,Australia,1
4098,New Zealand,1
4099,USA,1
4099,Canada,1
4099,Bahamas,1
4099,Cuba,3
4099,Jamaica,1
4099,Trinidad and Tobago,1
4099,Mexico,1
4099,Costa Rica,1
4099,Panama,2
4099,Colombia,2
4099,Venezuela,1
4099,Guyana,1
4099,Ecuador,1
4099,Peru,1
4099,Brazil,1
4099,Bolivia,1
4099,Paraguay,1
4099,Chile,1
4099,Argentina,1
4099,Uruguay,1
4099,UK,1
4099,Ireland,1
4099,Netherlands,1
4099,Belgium,1
4099,Luxembourg,1
4099,France,1
4099,Spain,1
4099,Portugal,1
4099,Poland,1
4099,Austria,1
4099,Hungary,1
4099,Italy,1
4099,Malta,1
4099,Greece,1
4099,Cyprus,2
4099,Bulgaria,1
4099,Russian Federation,2
4099,Ukraine,2
4099,Belarus,2
4099,Finland,1
4099,Sweden,1
4099,Norway,1
4099,Denmark,1
4099,Iceland,1
4099,Mali,2
4099,Burkina Faso,2
4099,Ghana,3
4099,Togo,2
4099,Nigeria,3
4099,Kenya,2
4099,Tanzania,2
4099,Ethiopia,1
4099,Zambia,1
4099,Botswana,1
4099,Algeria,1
4099,Libya,3
4099,Sudan,3
4099,Egypt,2
4099,Syrian Arab Republic,3
4099,Jordan,2
4099,Israel,1
4099,Kuwait,3
4099,China,3
4099,Japan,1
4099,India,3
4099,Pakistan,3
4099,Bangladesh,3
4099,Sri Lanka,3
4099,Nepal,2
4099,Thailand,2
4099,Malaysia,3
4099,Singapore,2
4099,Brunei Darussalam,3
4099,Philippines,3
4099,Indonesia,3
4099,Australia,1
4099,New Zealand,1
4102,USA,1
4102,Canada,1
4102,Bahamas,1
4102,Cuba,2
4102,Jamaica,1
4102,Trinidad and Tobago,1
4102,Mexico,1
4102,Costa Rica,1
4102,Panama,1
4102,Colombia,1
4102,Venezuela,1
4102,Guyana,1
4102,Ecuador,1
4102,Peru,1
4102,Brazil,1
4102,Bolivia,1
4102,Paraguay,1
4102,Chile,1
4102,Argentina,1
4102,Uruguay,1
4102,UK,1
4102,Ireland,1
4102,Netherlands,1
4102,Belgium,1
4102,Luxembourg,1
4102,France,1
4102,Spain,1
4102,Portugal,1
4102,Poland,1
4102,Austria,1
4102,Hungary,1
4102,Italy,1
4102,Malta,1
4102,Greece,1
4102,Cyprus,1
4102,Bulgaria,1
4102,Russian Federation,1
4102,Ukraine,1
4102,Belarus,3
4102,Finland,1
4102,Sweden,1
4102,Norway,1
4102,Denmark,1
4102,Iceland,1
4102,Mali,1
4102,Burkina Faso,2
4102,Ghana,2
4102,Togo,1
4102,Nigeria,2
4102,Kenya,2
4102,Tanzania,2
4102,Ethiopia,2
4102,Botswana,1
4102,Algeria,1
4102,Libya,1
4102,Sudan,1
4102,Egypt,1
4102,Syrian Arab Republic,1
4102,Jordan,1
4102,Israel,1
4102,Kuwait,1
4102,China,2
4102,Japan,1
4102,India,2
4102,Pakistan,1
4102,Bangladesh,1
4102,Sri Lanka,1
4102,Nepal,1
4102,Thailand,1
4102,Malaysia,1
4102,Singapore,1
4102,Brunei Darussalam,1
4102,Philippines,1
4102,Indonesia,1
4102,Australia,1
4102,New Zealand,1
4104,USA,3
4104,Canada,2
4104,Bahamas,1
4104,Cuba,1
4104,Jamaica,1
4104,Trinidad and Tobago,1
4104,Mexico,1
4104,Costa Rica,1
4104,Panama,1
4104,Colombia,1
4104,Venezuela,1
4104,Guyana,1
4104,Ecuador,1
4104,Peru,1
4104,Brazil,1
4104,Bolivia,1
4104,Paraguay,1
4104,Chile,1
4104,Argentina,1
4104,Uruguay,1
4104,UK,2
4104,Ireland,2
4104,Netherlands,2
4104,Belgium,2
4104,Luxembourg,2
4104,France,2
4104,Spain,2
4104,Portugal,2
4104,Poland,2
4104,Austria,2
4104,Hungary,2
4104,Italy,2
4104,Malta,1
4104,Greece,2
4104,Cyprus,2
4104,Bulgaria,2
4104,Russian Federation,2
4104,Ukraine,2
4104,Belarus,2
4104,Finland,2
4104,Sweden,2
4104,Norway,2
4104,Denmark,2
4104,Iceland,2
4104,Mali,1
4104,Burkina Faso,1
4104,Ghana,1
4104,Togo,1
4104,Nigeria,1
4104,Kenya,1
4104,Tanzania,1
4104,Ethiopia,1
4104,Zambia,1
4104,Botswana,1
4104,Algeria,1
4104,Libya,1
4104,Sudan,1
4104,Egypt,1
4104,Syrian Arab Republic,1
4104,Jordan,1
4104,Israel,2
4104,China,1
4104,Japan,2
4104,India,1
4104,Pakistan,1
4104,Bangladesh,1
4104,Sri Lanka,1
4104,Thailand,1
4104,Malaysia,1
4104,Singapore,1
4104,Brunei Darussalam,1
4104,Philippines,1
4104,Indonesia,1
4104,Australia,2
4104,New Zealand,2
4108,USA,3
4108,Canada,1
4108,Bahamas,1
4108,Cuba,1
4108,Jamaica,1
4108,Trinidad and Tobago,1
4108,Mexico,1
4108,Costa Rica,1
4108,Panama,1
4108,Colombia,1
4108,Venezuela,1
4108,Guyana,1
4108,Ecuador,1
4108,Peru,1
4108,Brazil,1
4108,Bolivia,1
4108,Paraguay,1
4108,Chile,1
4108,Argentina,1
4108,Uruguay,1
4108,UK,1
4108,Ireland,1
4108,Netherlands,1
4108,Belgium,1
4108,Luxembourg,1
4108,France,1
4108,Spain,1
4108,Portugal,1
4108,Poland,1
4108,Austria,1
4108,Hungary,1
4108,Italy,1
4108,Malta,1
4108,Greece,1
4108,Cyprus,1
4108,Bulgaria,1
4108,Russian Federation,1
4108,Ukraine,1
4108,Belarus,1
4108,Finland,1
4108,Sweden,1
4108,Norway,1
4108,Denmark,1
4108,Iceland,1
4108,Mali,1
4108,Burkina Faso,1
4108,Ghana,1
4108,Togo,1
4108,Nigeria,1
4108,Kenya,1
4108,Tanzania,1
4108,Ethiopia,1
4108,Zambia,1
4108,Botswana,1
4108,Algeria,1
4108,Libya,1
4108,Sudan,1
4108,Egypt,1
4108,Syrian Arab Republic,1
4108,Jordan,1
4108,Israel,3
4108,Kuwait,1
4108,China,1
4108,Japan,1
4108,India,1
4108,Pakistan,1
4108,Bangladesh,1
4108,Sri Lanka,1
4108,Nepal,2
4108,Thailand,1
4108,Malaysia,1
4108,Singapore,1
4108,Brunei Darussalam,1
4108,Philippines,1
4108,Indonesia,1
4108,Australia,1
4108,New Zealand,1
4109,USA,3
4109,Canada,2
4109,Cuba,1
4109,Jamaica,1
4109,Trinidad and Tobago,2
4109,Mexico,1
4109,Costa Rica,2
4109,Panama,2
4109,Colombia,1
4109,Venezuela,1
4109,Guyana,1
4109,Ecuador,2
4109,Peru,2
4109,Brazil,2
4109,Bolivia,2
4109,Paraguay,2
4109,Chile,2
4109,Argentina,2
4109,Uruguay,2
4109,UK,2
4109,Ireland,2
4109,Netherlands,2
4109,Belgium,2
4109,Luxembourg,2
4109,France,2
4109,Spain,2
4109,Portugal,2
4109,Poland,2
4109,Austria,2
4109,Hungary,2
4109,Italy,2
4109,Malta,2
4109,Greece,2
4109,Cyprus,2
4109,Bulgaria,2
4109,Russian Federation,1
4109,Ukraine,2
4109,Belarus,2
4109,Finland,2
4109,Sweden,2
4109,Norway,2
4109,Denmark,2
4109,Iceland,2
4109,Mali,1
4109,Burkina Faso,1
4109,Ghana,1
4109,Togo,1
4109,Nigeria,1
4109,Kenya,1
4109,Tanzania,1
4109,Ethiopia,1
4109,Zambia,1
4109,Botswana,1
4109,Algeria,1
4109,Libya,1
4109,Sudan,1
4109,Egypt,1
4109,Syrian Arab Republic,1
4109,Jordan,1
4109,Israel,3
4109,China,1
4109,Japan,2
4109,India,1
4109,Pakistan,1
4109,Sri Lanka,1
4109,Nepal,2
4109,Thailand,1
4109,Malaysia,1
4109,Singapore,1
4109,Brunei Darussalam,1
4109,Philippines,1
4109,Indonesia,1
4109,Australia,2
4109,New Zealand,2
4110,USA,1
4110,Canada,1
4110,Cuba,1
4110,Jamaica,1
4110,Mexico,1
4110,Costa Rica,1
4110,Colombia,1
4110,Venezuela,1
4110,Guyana,1
4110,Ecuador,1
4110,Peru,1
4110,Brazil,1
4110,Paraguay,1
4110,Chile,1
4110,Argentina,1
4110,Uruguay,1
4110,UK,1
4110,Ireland,1
4110,Netherlands,1
4110,Belgium,1
4110,Luxembourg,1
4110,France,1
4110,Spain,1
4110,Portugal,1
4110,Poland,1
4110,Austria,1
4110,Hungary,1
4110,Italy,1
4110,Malta,1
4110,Greece,1
4110,Cyprus,1
4110,Bulgaria,1
4110,Ukraine,1
4110,Belarus,1
4110,Finland,1
4110,Sweden,1
4110,Norway,1
4110,Denmark,1
4110,Mali,1
4110,Burkina Faso,1
4110,Ghana,1
4110,Togo,1
4110,Tanzania,1
4110,Ethiopia,1
4110,Botswana,2
4110,Algeria,1
4110,Libya,1
4110,Sudan,1
4110,Egypt,1
4110,Syrian Arab Republic,2
4110,Israel,1
4110,Kuwait,1
4110,China,2
4110,Japan,1
4110,India,2
4110,Pakistan,2
4110,Bangladesh,1
4110,Sri Lanka,1
4110,Thailand,1
4110,Malaysia,1
4110,Singapore,1
4110,Brunei Darussalam,1
4110,Philippines,1
4110,Indonesia,1
4110,Australia,1
4110,New Zealand,1
4141,USA,1
4141,Canada,1
4141,Bahamas,1
4141,Cuba,2
4141,Jamaica,1
4141,Trinidad and Tobago,2
4141,Mexico,1
4141,Costa Rica,1
4141,Panama,1
4141,Colombia,1
4141,Venezuela,1
4141,Guyana,2
4141,Ecuador,1
4141,Peru,1
4141,Brazil,1
4141,Bolivia,1
4141,Paraguay,1
4141,Chile,1
4141,Argentina,1
4141,Uruguay,1
4141,UK,1
4141,Ireland,1
4141,Netherlands,1
4141,Belgium,1
4141,Luxembourg,1
4141,France,1
4141,Spain,1
4141,Portugal,1
4141,Poland,1
4141,Austria,1
4141,Hungary,1
4141,Italy,1
4141,Malta,1
4141,Greece,1
4141,Cyprus,2
4141,Bulgaria,1
4141,Russian Federation,1
4141,Ukraine,1
4141,Belarus,1
4141,Finland,1
4141,Sweden,1
